0,1,0,0,0,1,12
0,1,0,0,0,1,1
0,1,0,0,0,1,21
0,1,0,0,0,1,25
0,1,0,0,0,1,11
0,1,0,0,0,1,26
0,1,0,0,0,1,27
0,1,0,0,0,1,30
0,1,0,0,0,1,13
0,1,0,0,0,1,12
0,1,0,0,0,1,21
0,1,0,0,0,1,20
0,1,0,0,0,1,23
0,1,0,0,0,1,25
0,1,0,0,0,1,23
0,1,0,0,0,1,29
0,1,0,0,0,1,35
0,1,0,0,0,0,40
0,1,0,0,0,1,31
0,0,1,0,0,1,36
0,0,1,0,0,1,32
0,0,1,0,0,1,27
0,0,1,0,0,1,23
0,0,1,0,0,1,12
0,0,1,0,0,1,18
0,0,1,0,0,0,40
0,0,1,0,0,0,40
0,0,1,0,0,1,38
0,0,1,0,0,1,29
0,0,1,0,0,1,30
0,0,1,0,0,0,40
0,0,1,0,0,1,32
0,0,1,0,0,0,40
0,0,1,0,0,0,40
0,0,1,0,0,0,40
0,0,1,0,0,0,40
0,0,1,0,0,1,25
0,0,1,0,0,1,30
0,0,1,0,0,1,37
0,0,0,1,0,1,27
0,0,0,1,0,1,22
0,0,0,1,0,1,26
0,0,0,1,0,0,10
0,0,0,1,0,1,28
0,0,0,1,0,1,19
0,0,0,1,0,1,15
0,0,0,1,0,1,12
0,0,0,1,0,1,35
0,0,0,1,0,1,35
0,0,0,1,0,1,10
0,0,0,1,0,1,22
0,0,0,1,0,1,18
0,0,0,1,0,0,24
0,0,0,1,0,1,12
0,0,0,1,0,0,40
0,0,0,1,0,0,40
0,0,0,1,0,1,31
0,0,0,1,0,1,24
0,0,0,1,0,1,37
0,0,0,0,1,1,29
0,0,0,0,1,1,27
0,0,0,0,1,1,18
0,0,0,0,1,1,22
0,0,0,0,1,1,13
0,0,0,0,1,1,18
0,0,0,0,1,1,29
0,0,0,0,1,1,28
0,0,0,0,1,0,20
0,0,0,0,1,1,16
0,0,0,0,1,1,22
0,0,0,0,1,1,26
0,0,0,0,1,1,19
0,0,0,0,1,0,29
0,0,0,0,1,0,10
0,0,0,0,1,1,17
0,0,0,0,1,1,28
0,0,0,0,1,1,26
0,0,0,0,1,1,12
0,0,0,0,1,1,17
0,0,0,0,1,1,26
